Time (s),Temperature (Degrees C)
199987.33,16
200051.99,16
200117.25,16
200183.08,16
200249.53,174
200316.56,174
200384.16,174
200452.35,174
200521.15,16
200590.53,16
200660.53,16
200731.1,16
200802.25,16
200873.98,16
200946.3,16
201019.2,16
201092.76,16
201167.44,16
201242.71,16
201318.62,16
201395.13,16
201472.21,16
201549.96,16
201628.32,16
201707.31,16
201786.89,16
201867.7,16
201949.16,16
202031.21,16
202113.84,16
202197.1,16
202280.95,16
202366.03,16
202451.75,16
202538.09,16
202625.03,16
202712.57,16
202800.76,16
202889.57,16
202978.98,16
203069.01,16
203159.67,16
203252.65,16
203346.25,16
203440.42,16
203535.2,16
203630.55,16
203726.51,16
203823.05,16
203920.19,16
204017.92,16
204116.19,16
204215.06,16
204314.54,16
204414.64,16
204515.3,16
204616.54,16
204718.37,16
204820.8,16
204923.84,16
205027.48,16
205131.66,16
205236.43,16
205341.84,16
205447.82,16
205555.02,16
205662.87,16
205771.34,16
205880.35,16
205989.94,16
206100.14,16
206210.95,16
206322.37,16
206434.39,16
206546.98,16
206660.15,16
206773.89,16
206888.26,16
207003.24,16
207118.8,16
207234.89,16
207351.58,16
207468.87,16
207586.75,16
207705.86,16
207825.54,16
207945.82,16
208066.65,16
208188.07,16
208310.08,16
208432.73,16
208555.94,16
208679.74,16
208804.72,16
208930.34,16
209056.64,16
209183.56,16
209311.14,16
209439.27,16
209568.05,16
209697.47,16
209827.53,16
209958.19,16
210089.47,16
210221.32,16
210353.71,16
210486.68,16
210620.27,16
210754.48,16
210889.25,16
211024.63,16
211160.63,16
211297.19,16
211434.34,16
211572.08,16
211710.42,16
211849.92,16
211990.61,16
212132.5,16
212274.98,16
212418.04,16
212561.68,16
212705.95,16
212850.77,16
212996.2,16
213142.78,16
213290.59,16
213438.97,16
213587.91,16
213737.46,16
213887.64,16
214038.41,16
214189.74,16
214341.64,16
214494.13,16
214647.23,16
214800.94,16
214955.83,16
215111.29,16
215267.36,16
215424.04,16
215581.33,16
215739.19,16
215897.62,16
216056.61,16
216216.22,16
216376.42,16
216537.21,16
216698.62,16
216860.61,16
217023.21,16
217187.55,16
217352.49,16
217517.99,16
217684.1,16
217850.8,16
218018.09,16
218185.96,16
218354.43,16
218523.52,16
218693.19,16
218863.45,16
219034.28,16
219205.72,16
219377.74,16
219550.33,16
219723.5,16
219897.26,16
220071.66,16
220246.65,16
220422.22,16
220598.39,16
220775.13,16
220952.49,16
221130.42,16
221308.95,16
221488.07,16
221667.76,16
221848.67,16
222030.17,16
222212.84,16
222396.12,16
222579.96,16
222764.96,16
222950.58,16
223136.81,16
223323.61,16
223511.02,16
223699.03,16
223887.6,16
224076.79,16
224266.57,16
224456.93,16
224647.87,16
224839.38,16
225031.49,16
225224.2,16
225418.08,16
225612.55,16
225807.66,16
226003.36,16
226199.62,16
226396.42,16
226593.82,16
226791.85,16
226990.48,16
227189.7,16
227390.12,16
227591.1,16
227792.69,16
227994.89,16
228197.66,16
228401.01,16
228604.95,16
228809.49,16
229014.63,16
229220.37,16
229426.7,16
229633.63,16
229841.15,16
230049.83,16
230259.11,16
230468.95,16
230679.38,16
230890.39,16
231102.66,16
231315.51,16
231528.92,16
231742.93,16
231957.51,16
232173.3,16
232389.66,16
232608.4,16
232827.7,16
233047.55,16
233268.02,16
233489.13,16
233710.84,16
233933.16,16
234155.99,16
234379.44,16
234603.53,16
234828.2,16
235057.91,0
235288.18,0
235519.05,0
235751.01,0
235983.56,0
236217.81,0
236455.45,0
236702.96,0
236951.06,0
237199.78,0
237449.12,16
237699.04,16
237949.51,16
238200.54,16
238452.18,16
238704.44,16
238957.27,16
239210.74,16
239464.79,16
239719.43,16
239975.22,16
240231.61,16
240488.58,16
240746.17,16
241004.33,16
241263.07,16
241522.43,16
241782.34,16
242042.88,16
242304.01,16
242565.75,16
242828.08,16
243090.97,16
243354.46,16
243618.53,16
243883.16,16
244148.38,16
244414.23,16
244680.69,16
244947.71,16
245215.34,16
245483.54,16
245752.35,16
246021.75,16
246025.27,0
246029.04,16
246033.38,16
246038.36,16
246043.94,16
246050.1,16
246058.06,16
246066.57,16
246075.65,16
246085.36,16
246095.64,16
246106.54,16
246118.01,16
246130.12,16
246143.97,16
246158.45,16
246173.51,16
246189.16,16
246205.34,16
246222.12,16
246239.48,16
246257.45,16
246275.99,16
246295.13,16
246314.89,16
246335.26,16
246356.2,16
246377.76,16
246399.88,16
246422.58,16
246445.86,16
246469.75,16
246494.8,16
246520.47,16
246546.72,16
246573.57,16
246601.01,16
246629.05,16
246657.7,16
246686.91,16
246716.72,16
246747.07,16
246778.02,16
246810.21,16
246843.01,16
246876.99,16
246911.5,16
246946.61,16
246982.34,16
247018.65,16
247055.54,16
247093.02,16
247131.15,16
247169.84,16
247209.09,16
247248.98,16
247289.55,16
247331.35,16
247373.77,16
247416.78,16
247460.4,16
247504.62,16
247549.45,16
247594.93,16
247641.61,16
247688.91,16
247736.83,16
247785.36,16
247834.51,16
247884.31,16
247934.73,16
247985.77,16
248037.4,16
248089.66,16
248142.59,16
248196.12,16
248250.23,16
248304.99,16
248360.36,16
248416.33,16
248472.89,16
248530.02,16
248587.79,16
248646.79,16
248707.07,16
248768.08,16
248829.68,16
248891.87,16
248954.71,16
249018.17,16
249082.26,16
249146.92,16
249212.19,16
249278.06,16
249344.5,16
249411.47,16
249479.07,16
249547.28,16
249616.06,16
249685.44,16
249755.45,16
249826.06,16
249897.26,16
249968.99,16
250041.32,16
250114.28,16
250188.41,16
250263.72,16
250339.63,16
250416.16,16
250493.28,16
250571.68,16
250650.76,16
250731.11,16
250812.08,16
250893.61,16
250975.74,16
251058.48,16
251141.84,16
251225.9,16
251310.54,16
251395.81,16
251481.64,16
251568.07,16
251655.11,16
251742.72,16
251830.94,16
251919.68,16
252009.04,16
252099.6,16
252190.76,16
252282.52,16
252374.83,16
252467.72,16
252561.22,16
252655.33,16
252750.04,16
252845.34,16
252941.26,16
253037.8,16
253134.95,16
253232.76,16
253331.29,16
253431.73,16
253532.79,16
253634.42,16
253736.64,16
253839.42,16
253942.81,16
254046.83,16
254151.45,16
254256.67,16
254362.5,16
254469.03,16
254576.16,16
254683.9,16
254792.3,16
254901.37,16
255011.07,16
255121.42,16
255232.38,16
255343.94,16
255456.06,16
255568.79,16
255682.08,16
255796.09,16
255911.18,16
256026.83,16
256143.11,16
256259.98,16
256377.43,16
256495.46,16
256614.11,16
256733.4,16
256853.28,16
256973.69,16
257094.7,16
257216.32,16
257338.59,16
257461.47,16
257585.01,16
257709.19,16
257834.04,16
257959.52,16
258085.68,16
258212.4,16
258339.71,16
258468.84,16
258598.58,16
258728.92,16
258859.84,16
258991.32,16
259123.41,16
259256.08,16
259389.37,16
259523.21,16
259657.66,16
259792.7,16
259928.34,16
260064.61,16
260201.43,16
260338.83,16
260476.88,16
260615.54,16
260754.78,16
260894.62,16
261035.16,16
261176.33,16
261318.18,16
261460.71,16
261603.95,16
261747.76,16
261892.18,16
262037.2,16
262182.82,16
262329.02,16
262476.4,16
262624.43,16
262773.02,16
262922.16,16
263071.89,16
263222.22,16
263373.17,16
263524.68,16
263677.37,16
263830.65,16
263984.55,16
264139.05,16
264294.1,16
264449.79,16
264606.0,16
264762.8,16
264920.81,16
265080.01,16
265239.84,16
265400.24,16
265561.23,16
265722.81,16
265885.0,16
266047.76,16
266211.07,16
266374.98,16
266539.51,16
266704.64,16
266870.38,16
267036.68,16
267203.59,16
267371.11,16
267539.16,16
267707.79,16
267877.02,16
268046.86,16
268217.27,16
268388.29,16
268560.51,16
268733.31,16
268906.69,16
269080.69,16
269255.3,16
269430.45,16
269606.75,16
269783.7,16
269961.2,16
270139.97,16
270319.27,16
270499.17,16
270679.63,16
270860.67,16
271042.33,16
271224.55,16
271407.42,16
271590.91,16
271774.96,16
271960.15,16
272145.99,16
272332.44,16
272519.45,16
272707.01,16
272895.14,16
273083.89,16
273273.22,16
273463.19,16
273653.75,16
273844.88,16
274036.64,16
274228.94,16
274421.86,16
274615.37,16
274809.45,16
275004.12,16
275199.39,16
275396.42,16
275594.08,16
275792.3,16
275991.13,16
276190.5,16
276390.53,16
276591.12,16
276792.27,16
276994.01,16
277196.95,16
277400.49,16
277604.65,16
277810.17,16
278016.08,16
278222.54,16
278429.64,16
278637.37,16
278845.66,16
279054.55,16
279264.04,16
279474.05,16
279685.26,16
279897.07,16
280109.48,16
280322.5,16
280536.07,16
280750.24,16
280965.03,16
281180.38,16
281396.4,16
281613.01,16
281830.16,16
282047.92,16
282266.26,16
282485.19,16
282704.72,16
282924.83,16
283145.54,16
283366.82,16
283588.73,16
283811.18,16
284034.2,16
284257.83,16
284482.06,16
284706.9,16
284932.33,16
285158.36,16
285384.95,16
285612.09,16
285839.84,16
286068.23,16
286297.2,16
286526.75,16
286756.9,16
286987.65,16
287218.97,16
287450.89,16
287683.39,16
287916.52,16
288150.81,16
288385.65,16
288621.11,16
288857.18,16
289093.87,16
289331.13,16
289568.97,16
289807.38,16
290046.39,16
290285.99,16
290526.18,16
290766.98,16
291008.35,16
291250.35,16
291493.5,16
291737.25,16
291981.55,16
292226.48,16
292472.01,16
292718.12,16
292965.38,16
293213.23,16
293461.67,16
293710.75,16
293960.43,16
294210.67,16
294461.51,16
294712.9,16
294964.91,16
295217.51,16
295470.69,16
295725.1,16
295980.13,16
296235.69,16
296491.81,16
296748.56,16
297005.88,16
297263.83,16
297522.94,16
297782.66,16
298042.95,16
298303.83,16
298565.89,16
298828.59,16
299091.83,16
299355.7,16
299620.12,16
299885.14,16
300150.74,16
300416.98,16
300684.94,16
300953.51,16
301222.66,16
301492.41,16
301762.75,16
302033.67,16
302305.78,16
302578.43,16
302851.72,16
303125.6,16
303400.04,16
303675.11,16
303951.35,16
304228.17,16
304505.59,16
304783.62,16
305062.31,16
305342.68,16
305623.65,16
305905.23,16
306187.39,16
306470.17,16
306753.52,16
307037.48,16
307322.0,16
307607.13,16
307892.84,16
308179.13,16
308466.04,16
308755.27,16
309045.13,16
309335.58,16
309626.64,16
309918.26,16
310229.35,0
310540.97,0
310853.24,0
311166.1,16
311479.59,16
311793.64,16
312108.26,16
312423.46,16
312739.26,16
313055.64,16
313372.66,16
313691.99,16
314011.95,16
314332.51,16
314654.2,16
314976.54,16
315299.45,16
315622.93,16
315947.6,16
316272.85,16
316598.72,16
316925.17,16
317252.21,16
317579.81,16
317907.98,16
318236.78,16
318566.81,16
318897.37,16
319228.51,16
319560.28,16
319892.62,16
320225.56,16
320559.1,16
320893.21,16
321227.95,16
321563.26,16
321899.18,16
322235.69,16
322572.74,16
322910.42,16
323248.68,16
323587.56,16
323927.6,16
323931.14,0
323935.48,16
323940.44,16
323946.02,16
323952.2,16
323958.98,16
323968.17,16
323978.45,16
323989.33,16
324000.79,16
324012.88,16
324025.54,16
324038.77,16
324052.64,16
324067.67,16
324083.3,16
324099.52,16
324116.35,16
324134.34,16
324152.88,16
324172.04,16
324191.78,16
324212.12,16
324234.26,16
324257.0,16
324280.29,16
324304.17,16
324328.64,16
324353.7,16
324379.37,16
324405.67,16
324432.51,16
324460.52,16
324489.16,16
324518.4,16
324548.24,16
324578.61,16
324609.58,16
324641.17,16
324673.32,16
324706.07,16
324739.46,16
324773.42,16
324807.99,16
324843.13,16
324878.87,16
324915.19,16
324952.09,16
324989.56,16
325027.65,16
325066.35,16
325105.58,16
325145.42,16
325185.9,16
325226.94,16
325269.18,16
325312.05,16
325355.49,16
325399.46,16
325444.04,16
325489.21,16
325534.99,16
325581.4,16
325628.36,16
325675.93,16
325724.04,16
325772.77,16
325822.08,16
325871.98,16
325922.49,16
325973.55,16
326025.21,16
326077.49,16
326130.36,16
326183.83,16
326237.85,16
326292.51,16
326347.79,16
326403.61,16
326460.63,16
326518.21,16
326576.36,16
326635.13,16
326694.51,16
326754.45,16
326815.01,16
326876.14,16
326937.89,16
327000.21,16
327063.12,16
327126.64,16
327190.8,16
327255.52,16
327320.82,16
327386.67,16
327453.15,16
327520.85,16
327589.11,16
327657.93,16
327727.4,16
327798.08,16
327869.39,16
327941.32,16
328013.88,16
328087.05,16
328160.83,16
328235.21,16
328310.19,16
328385.77,16
328462.02,16
328538.88,16
328616.34,16
328694.39,16
328773.09,16
328852.35,16
328932.23,16
329012.71,16
329093.8,16
329175.46,16
329257.67,16
329340.53,16
329423.99,16
329508.07,16
329592.75,16
329677.98,16
329765.15,16
329852.94,16
329942.03,16
330031.77,16
330122.05,16
330212.99,16
330304.49,16
330397.2,16
330490.52,16
330584.39,16
330678.85,16
330774.49,16
330870.75,16
330967.58,16
331065.0,16
331163.01,16
331261.64,16
331360.86,16
331460.67,16
331561.1,16
331662.11,16
331763.73,16
331865.94,16
331969.46,16
332073.63,16
332178.45,16
332283.95,16
332390.61,16
332497.86,16
332605.74,16
332714.22,16
332823.36,16
332933.08,16
333043.44,16
333154.42,16
333265.98,16
333378.15,16
333490.94,16
333604.32,16
333718.22,16
333832.74,16
333947.84,16
334063.56,16
334179.89,16
334296.78,16
334414.29,16
334532.35,16
334650.97,16
334770.23,16
334890.2,16
335010.73,16
335131.87,16
335253.67,16
335376.17,16
335499.36,16
335623.2,16
335747.66,16
335872.74,16
335998.43,16
336124.7,16
336251.55,16
336379.02,16
336507.05,16
336635.71,16
336764.99,16
336894.94,17
337025.44,17
337156.58,17
337288.38,17
337420.81,17
337553.94,17
337687.69,17
337822.01,17
337956.93,17
338092.48,17
338228.64,17
338365.37,17
338503.67,17
338642.2,17
338781.28,17
338920.98,17
339061.22,17
339202.09,17
339343.6,17
339485.75,17
339628.44,17
339771.69,17
339915.57,17
340060.1,17
340205.22,17
340350.93,17
340497.3,17
340644.33,17
340792.02,17
340940.34,17
341089.34,17
341238.94,17
341389.08,17
341539.81,17
341691.13,17
341843.13,17
341995.75,17
342149.0,17
342302.9,17
342457.38,17
342612.44,17
342768.06,17
342924.32,17
343081.76,17
343239.75,17
343398.31,17
343557.5,17
343717.31,17
343877.71,17
344038.7,17
344200.36,17
344362.61,17
344525.54,17
344689.11,17
344853.37,17
345018.28,17
345183.88,17
345350.07,17
345516.89,17
345684.23,17
345852.19,17
346020.7,17
346189.88,17
346359.61,17
346529.98,17
346700.96,17
346872.64,17
347044.98,17
347217.99,17
347391.65,17
347565.95,17
347740.87,17
347916.4,17
348092.55,17
348269.27,18
348446.57,18
348624.44,18
348802.91,18
348981.98,18
349161.65,18
349341.87,18
349522.67,18
349704.1,18
349886.14,18
350068.73,18
350251.92,18
350435.77,18
350620.23,18
350805.28,18
350990.92,18
351177.24,18
351364.18,18
351551.83,18
351740.1,18
351929.02,18
352118.61,18
352308.75,18
352499.52,18
352690.92,18
352882.95,18
353075.68,18
353268.95,18
353462.91,18
353657.42,18
353852.54,18
354048.89,18
354245.77,18
354443.24,18
354641.3,18
354839.99,18
355039.3,18
355239.18,18
355439.6,18
355640.62,18
355842.31,18
356044.6,18
356247.53,18
356451.2,18
356655.48,18
356860.38,18
357065.97,18
357272.21,18
357479.03,18
357686.45,18
357894.44,18
358103.06,18
358312.26,18
358522.11,18
358732.55,18
358943.68,19
359155.44,19
359367.85,19
359580.9,19
359794.62,19
360008.99,19
360224.07,19
360439.69,19
360655.9,19
360872.71,19
361090.12,19
361308.03,19
361526.6,19
361745.75,19
361966.1,19
362187.06,19
362408.58,19
362630.7,19
362853.48,19
363076.89,19
363300.87,19
363525.45,19
363750.59,19
363976.35,19
364202.76,19
364429.82,19
364657.57,19
364886.01,19
365115.07,19
365345.37,19
365576.27,19
365807.77,19
366039.89,19
366272.64,19
366506.07,19
366740.16,19
366974.82,19
367210.06,19
367445.88,19
367682.31,19
367919.3,19
368156.88,19
368395.07,19
368634.44,19
368874.4,19
369114.94,19
369356.1,19
369597.86,19
369840.9,19
370084.6,19
370329.59,19
370575.3,19
370821.65,19
371068.59,19
371316.13,19
371564.24,19
371812.92,19
372062.19,19
372312.09,19
372562.61,19
372814.31,19
373066.67,19
373319.66,19
373573.3,19
373827.64,19
374082.64,19
374338.3,19
374594.52,19
374851.33,19
375108.74,19
375367.37,19
375626.52,19
375887.37,19
376148.87,19
376410.95,19
376673.69,19
376937.04,19
377201.02,19
377466.2,19
377731.98,19
377998.31,19
378265.26,19
378532.9,19
378801.19,19
379070.13,19
379339.69,19
379609.92,19
379880.77,19
380152.21,19
380424.19,19
380696.84,20
380970.14,20
381244.05,20
381518.67,20
381793.89,20
382069.66,20
382346.01,20
382622.93,20
382900.48,20
383178.62,20
383457.92,20
383737.81,20
384018.29,20
384299.35,20
384581.01,20
384863.98,20
385147.62,20
385431.84,20
385716.78,20
386002.37,20
386288.62,20
386575.52,20
386863.05,20
387151.16,20
387439.85,20
387729.11,20
388019.05,20
388310.23,20
388602.02,20
388894.45,20
389187.55,20
389481.44,20
389775.94,20
390071.06,20
390366.79,20
390663.07,20
390959.95,20
391257.43,20
391555.53,20
391854.22,20
392153.46,20
392453.3,21
392753.74,21
393054.74,21
393356.38,21
393658.65,21
393962.08,21
394266.09,21
394570.72,21
394875.92,21
395181.81,21
395488.35,21
395795.55,21
396103.35,21
396411.8,21
396720.89,21
397030.61,21
397340.91,21
397651.78,21
397963.28,21
398275.49,21
398588.34,21
398901.85,21
399215.95,21
399530.66,21
399845.94,21
400161.79,21
400478.25,21
400795.31,21
401112.97,21
401431.18,21
401750.01,21
402069.43,21
402389.55,21
402710.21,21
403031.45,21
403353.41,21
403675.96,21
403999.16,21
404323.04,21
404647.56,21
404972.76,21
405298.62,21
405625.06,21
405952.1,21
406279.67,21
406607.85,21
406936.72,21
407266.21,21
407596.35,21
407927.16,21
408258.59,21
408590.7,21
408923.49,21
409256.95,21
409591.06,21
409925.82,21
410261.1,21
410598.19,22
410935.86,22
411274.11,22
411612.93,22
411952.35,22
412292.36,22
412632.97,22
412974.2,22
413316.02,22
413658.42,22
414001.4,22
414344.95,22
414689.11,22
415033.95,22
415379.4,22
415725.51,22
416072.29,22
416419.7,22
416767.73,22
417116.35,22
417465.58,22
417816.09,22
418167.22,22
418519.01,22
418871.42,22
419224.42,22
419578.04,22
419932.31,22
420287.09,22
420642.48,22
420998.46,22
421355.03,22
421712.21,22
422069.98,22
422428.32,22
422787.25,22
423146.8,22
423506.99,22
423867.9,22
424229.48,22
424591.71,22
424954.6,22
425318.12,22
425682.3,22
426047.06,22
426413.03,22
426779.63,22
427146.84,22
427514.71,22
427883.2,22
428252.42,22
428622.25,22
428992.72,22
429363.86,22
429735.7,22
430108.2,22
430481.29,22
430854.98,22
431229.22,23
431604.03,23
431979.44,23
432355.43,23
432732.05,23
433109.27,23
433487.09,23
433865.49,23
434244.46,23
434624.04,23
435004.2,23
435384.99,23
435766.32,23
436149.13,23
436532.26,23
436915.95,23
437300.23,23
437685.08,23
438071.17,23
438457.82,23
438845.0,23
439232.79,23
439621.24,23
440010.28,23
440399.92,23
440790.12,23
441180.91,23
441572.3,23
441964.25,23
442356.8,23
442749.96,23
443143.71,23
443538.05,23
443933.01,23
444328.54,23
444724.64,23
445121.33,23
445518.63,23
445916.52,23
446315.0,23
446714.03,23
447114.29,23
447515.13,23
447916.56,23
448318.56,23
448721.17,23
449124.37,23
449528.17,23
449932.53,23
450337.47,23
450742.99,23
451149.1,23
451557.05,23
451965.54,23
452374.61,23
452784.3,23
453194.59,23
453605.47,23
454016.91,23
454428.94,23
454841.59,23
455254.83,23
455668.65,23
456083.81,23
456499.45,23
456915.63,23
457332.4,23
457749.74,23
458167.69,23
458586.24,23
459005.43,23
459425.2,23
459845.54,23
460266.46,23
460688.02,23
461110.14,23
461532.83,23
461956.09,23
462379.98,23
462804.48,23
463229.55,23
463655.16,23
464081.38,23
464508.22,23
464935.65,23
465364.29,23
465793.46,23
466223.21,23
466653.53,23
467084.51,23
467516.66,23
467949.38,23
468382.71,23
468816.64,23
469251.14,23
469686.25,23
470121.96,23
470558.22,23
470995.09,23
471432.53,23
471870.6,23
472309.25,23
472748.49,23
473188.34,23
473628.75,23
474069.76,23
474511.33,23
474953.49,23
475396.28,23
475839.63,23
476283.6,23
476728.13,23
477174.46,23
477621.4,23
478068.88,23
478517.0,23
478965.69,23
479414.99,23
479864.87,23
480315.31,23
480766.4,23
481218.02,23
481670.3,23
482123.71,23
482577.71,23
483032.33,23
483487.54,23
483943.31,23
484400.28,23
484857.86,23
485316.59,23
485775.91,23
486235.83,23
486696.35,23
487157.45,23
487619.71,23
488082.55,23
488546.02,23
489010.08,23
489474.75,23
489940.02,23
490405.82,23
490872.24,23
491339.25,23
491806.86,23
492275.65,23
492745.03,23
493215.01,23
493686.71,23
494159.04,23
494631.95,23
495105.48,23
495579.58,23
496054.27,23
496529.57,23
497005.46,23
497481.94,23
497959.59,23
498437.87,22
498916.72,22
499396.16,22
499876.14,22
500356.72,22
500837.94,22
501319.74,22
501802.14,22
502285.15,22
502768.68,22
503252.84,22
503737.58,22
504222.95,22
504708.86,22
505195.36,22
505682.45,22
506170.16,22
506658.46,22
507147.32,22
507636.76,22
508128.57,22
508620.97,22
509113.93,22
509607.53,22
510101.79,22
510596.56,22
511091.93,22
511587.84,22
512084.37,22
512581.53,22
513079.86,22
513578.74,22
514078.27,22
514578.37,22
515079.05,22
515580.28,22
516082.11,22
516584.58,22
517087.64,22
517591.89,22
517595.44,0
517599.78,22
517604.72,22
517610.31,22
517616.48,22
517623.21,22
517630.57,22
517639.42,22
517648.53,22
517658.8,22
517670.31,22
517682.4,22
517695.08,22
517708.28,22
517722.05,22
517736.43,22
517751.45,22
517767.04,22
517783.21,22
517800.6,22
517818.58,22
517837.14,22
517856.29,22
517876.03,22
517896.36,22
517917.85,22
517939.91,22
517962.55,22
517985.83,22
518010.33,22
518035.41,22
518061.04,22
518087.28,22
518114.13,22
518141.55,22
518169.57,22
518198.17,22
518227.38,22
518257.16,22
518287.54,22
518318.54,22
518350.08,22
518382.26,22
518415.01,22
518448.35,22
518482.83,22
518517.91,22
518553.62,22
518589.92,22
518626.78,22
518664.23,22
518702.32,22
518740.97,22
518780.21,22
518820.02,22
518860.45,22
518901.47,22
518943.06,22
518985.26,22
519029.2,22
519074.39,22
519120.14,22
519166.47,22
519213.34,22
519260.88,22
519308.99,22
519357.66,22
519406.95,22
519458.0,22
519509.65,22
519561.89,22
519614.69,22
519668.7,22
519723.3,22
519778.49,22
519834.25,22
519890.61,22
519948.17,22
520006.91,22
520066.25,22
520126.15,22
520186.62,22
520247.69,22
520309.38,22
520371.66,22
520434.52,22
520497.97,22
520562.01,22
520626.69,22
520691.95,22
520757.78,22
520824.2,22
520891.17,22
520958.74,22
521026.9,22
521095.68,22
521165.06,22
521235.0,22
521305.54,22
521376.72,22
521448.48,22
521520.82,22
521593.69,22
521667.2,22
521741.31,22
521816.0,22
521891.28,22
521967.16,22
522043.63,22
522120.66,22
522198.31,22
522276.55,22
522355.37,22
522434.81,22
522514.82,22
522595.44,22
522676.62,22
522758.39,22
522840.74,22
522923.72,22
523007.29,22
523092.02,22
523177.34,22
523263.26,22
523349.8,22
523436.89,22
523524.56,22
523612.84,22
523701.73,22
523791.2,22
523881.24,22
523971.9,22
524063.09,22
524154.93,22
524247.4,22
524340.4,22
524433.97,22
524528.1,22
524622.93,22
524718.33,22
524814.31,22
524910.84,22
525007.95,22
525105.68,22
525203.98,22
525302.92,22
525402.44,22
525502.53,22
525603.22,22
525704.51,22
525806.39,22
525908.88,22
526011.92,22
526115.5,22
526219.75,22
526324.59,22
526430.01,22
526536.02,22
526642.65,22
526749.84,22
526857.62,22
526965.99,22
527074.95,22
527184.54,22
527294.69,22
527405.4,22
527516.69,22
527628.6,22
527741.09,22
527854.2,22
527967.91,22
528082.18,22
528197.06,22
528312.47,22
528428.53,22
528545.21,22
528662.44,22
528780.26,22
528898.68,22
529017.68,22
529137.27,22
529257.45,22
529378.26,22
529499.61,22
529621.57,22
529744.08,22
529867.22,22
529991.49,22
530116.42,22
530241.94,22
530368.63,22
530495.88,22
530623.78,22
530752.21,22
530881.84,22
531012.08,22
531142.94,22
531274.35,22
531406.35,22
531539.53,22
531673.31,22
531807.7,22
531942.68,22
532078.21,22
532214.37,22
532351.09,22
532488.41,22
532626.93,22
532766.03,22
532906.67,22
533047.49,22
533188.91,22
533330.95,22
533473.6,22
533616.84,22
533760.62,22
533905.05,22
534050.03,22
534195.58,22
534341.76,22
534488.57,22
534635.94,22
534783.88,22
534933.04,22
535082.77,22
535233.09,22
535383.96,22
535535.47,22
535687.57,22
535840.24,22
535994.7,22
536149.74,22
536305.39,22
536461.62,22
536618.45,22
536775.86,22
536933.84,22
537092.41,22
537251.57,22
537411.3,22
537571.67,22
537733.2,22
537895.33,22
538058.03,22
538221.37,22
538385.28,22
538549.8,22
538714.85,22
538880.48,22
539046.74,22
539213.62,22
539381.09,22
539549.17,22
539717.8,22
539887.05,22
540056.86,22
540227.29,22
540398.31,22
540570.54,22
540743.46,22
540916.93,22
541090.99,22
541265.67,22
541440.97,22
541617.49,22
541794.59,22
541972.3,22
542150.66,22
542329.59,22
542509.13,22
542689.36,22
542870.17,22
543051.56,22
543233.52,22
543416.11,22
543599.31,22
543783.11,22
543967.48,22
544152.47,22
544338.14,22
544524.36,22
544711.16,22
544898.54,22
545086.55,22
545275.14,22
545464.92,22
545655.3,22
545846.22,22
546037.77,22
546229.96,22
546422.75,22
546616.13,22
546810.12,22
547004.75,22
547199.9,22
547395.65,22
547591.96,22
547788.91,22
547986.45,22
548184.59,22
548383.35,22
548582.74,22
548782.81,22
548983.5,22
549184.87,22
549387.57,22
549590.93,22
549794.94,22
549999.62,22
550204.85,22
550410.68,22
550617.12,22
550824.2,22
551032.58,22
551241.63,22
551451.3,22
551661.54,22
551872.34,22
552083.75,22
552295.78,22
552508.36,22
552721.56,22
552935.3,22
553149.64,22
553364.59,22
553580.15,22
553796.33,22
554013.13,22
554230.5,22
554448.5,22
554667.2,22
554886.51,22
555106.51,22
555327.19,22
555548.52,22
555770.46,22
555992.92,22
556215.98,22
556439.63,22
556663.89,23
556888.76,23
557114.24,23
557340.37,23
557567.17,23
557794.64,23
558022.76,23
558252.17,23
558482.29,23
558713.0,23
558944.31,23
559176.27,23
559408.82,23
559641.92,23
559876.22,23
560111.15,23
560346.66,23
560582.7,23
560819.35,23
561056.62,23
561294.5,23
561532.98,23
561772.66,23
562012.92,23
562253.85,23
562495.39,23
562737.54,23
562980.36,23
563223.87,23
563468.04,23
563712.77,23
563958.08,23
564203.97,23
564450.46,23
564697.61,23
564945.48,23
565193.92,23
565442.99,23
565693.26,23
565944.15,23
566196.2,24
566448.86,24
566702.13,24
566955.98,24
567210.42,24
567465.44,24
567721.12,24
567977.43,24
568234.33,24
568491.88,24
568750.1,24
569009.06,23
569268.68,23
569528.97,23
569789.82,23
570051.23,24
570313.23,24
570575.84,24
570839.05,24
571102.85,24
571367.31,24
571633.73,24
571900.82,24
572168.59,24
572437.03,24
572706.09,24
572975.75,24
573245.96,24
573516.76,24
573788.23,24
574060.25,24
574332.88,24
574606.07,24
574879.87,24
575154.23,24
575429.19,24
575704.75,24
575980.97,24
576257.77,24
576535.15,24
576813.11,24
577091.71,24
577370.93,24
577650.81,24
577931.28,24
578212.45,24
578494.23,24
578776.67,24
579059.67,24
579343.3,24
579628.18,24
579913.7,24
580199.9,25
580486.75,25
580774.18,25
581062.2,25
581350.83,25
581640.03,25
581929.83,25
582220.2,25
582511.15,25
582802.69,25
583094.86,25
583387.62,25
583680.94,25
583974.9,25
584269.49,25
584564.75,25
584860.69,25
585157.3,25
585454.53,25
585752.42,25
586050.96,25
586350.18,25
586649.98,25
586950.32,25
587251.26,25
587552.81,25
587855.0,25
588157.8,25
588461.28,25
588765.43,25
589070.2,25
589375.64,25
589681.73,25
589988.47,25
590295.81,25
590603.75,25
590912.3,25
591221.39,25
591531.08,25
